ID;m1(Msun);m2(Msun);porb(days);e;a(AU);p1(s);p2(s);pdot1(s/s);pdot2(s/s);b1(T);b2(T);x(kpc);y(kpc);z(kpc);vx(km/s);vy(km/s);vz(km/s);l1(mJy kpc²);l2(mJy kpc²)
10001;1.327847754035843;1.8926955342669434;1000.0;0.09538014100753422;2.8901223639662095;6.3141507209684535;0.007521636437889408;6.821589070596332e-21;1.6835644966392334e-23;664125.6096960463;1138.7306927005002;12.252076767470587;-5.196668517582729;-2.732284693694159;-22.254386818442157;-58.46153215710552;44.48625602293772;1234.2501716211902;1553.6007918429773
10002;2.3490098335976684;1.2542194284350336;1000.0;0.1119421582312804;3.000340070585382;0.007581727946428999;2.679228574850962;1.1574078363936546e-13;2.0055175632793247e-19;94793222.17715852;2345676.3890215377;6.807792309059568;6.997330263998165;1.5047233617358131;99.44395169110503;276.67006038479076;13.346621247332546;1013.8877854252332;2079.577292030129
10003;1.7001133705623932;1.3673785859306904;1000.0;0.8773225696053367;2.8435944710161047;0.6552148713479468;0.01880960417165405;5.607531553970435e-22;1.0486535965638836e-19;61337.7321009787;142120.2071561156;1.538690048641726;11.060810518323517;4.086087214012126;247.4679131163617;244.50456566166469;6.3178089505179775;1221.5170361806538;7256.099055241738
10004;1.3248041731865512;1.5027017734591275;1000.0;0.6396250942118569;2.767415437610609;2.6729251573564095;0.20245845680785418;3.5273935088466487e-14;7.212444291944669e-14;982585460.0025645;386686646.95688266;-11.891273377500056;2.2411766729494325;4.897900926869989;-199.67843766118534;-244.35410717175782;-19.368763872664587;5937.14799878253;1013.5334981299768
10005;1.5629630756432284;1.349921283459252;1000.0;0.7245441563467069;2.7949943316122625;0.0024991065484047345;0.336002221459366;7.216614892965633e-16;5.454719681510947e-23;4297433.150753757;13699.580580280635;-3.5612407689615786;-9.89039551565896;0.995651158245896;-335.82053342519094;-133.20386984442098;22.69198922323981;1186.3052657328553;1987.4535539513163
10006;1.5339642237284208;2.487573137644539;1000.0;0.8636001037660362;3.1122218888216944;0.004209289103126193;3.3164240004920775;2.4109584308542997e-21;9.228285934780986e-19;10194.107688420443;5598162.803321407;12.159174725700296;-9.678205693430524;-2.2258368923710514;269.8315056254285;121.5749016433142;10.292927448059737;1191.9722303400677;1045.8467192604473
10007;1.4878926174282119;1.938789040628099;1000.0;0.21509700750939342;2.9505146152650643;0.5676489792877966;0.02622144509539644;4.9288644663881693e-23;5.43746077065952e-22;16926.35117381939;12083.044026799285;-11.125781965371864;-12.922188160516637;-4.85184983452292;-295.2648137647919;-408.25505486365864;-15.297265898261509;3636.3574779276237;4913.4034856126045
10008;2.056988775591525;1.2324656129594267;1000.0;0.2673485798006924;2.9105907170340837;0.07113537719918583;1.6311436826107164;4.1475393383918434e-21;2.201255045852252e-14;54965.23063644912;606361012.9404289;-12.292187518004873;-12.020263552634011;-2.286612851642306;-198.57841202817536;-131.14028969836366;15.232040155464144;1060.1943272535132;1000.7328704735171
10009;1.397392406879801;1.432018928071973;1000.0;0.6258928774347132;2.768036929614055;0.0052591483928143825;0.06604249735424488;2.2284321678117866e-20;4.691933572831496e-21;34642.35440141946;56329.727393597175;-13.33582381147181;-10.329555609566576;-4.586690569044627;-70.4863856793815;-225.56175025575558;-16.577966446282687;1596.3123716187024;5733.923125467655
10010;1.456567493886965;1.3976430853188686;1000.0;0.10609132125553711;2.776100519841637;0.14971353003100368;0.3875037416914955;7.170001877068903e-14;6.846028817511415e-13;331543210.20602816;1648190057.3944137;8.059127040216481;-1.2896787977956503;-4.0170561869509855;98.75453316743182;24.565095822174;39.45783043286698;3970.552420623754;2567.561789335194
