ID;m1(Msun);m2(Msun);porb(days);e;a(AU);p1(s);p2(s);pdot1(s/s);pdot2(s/s);b1(T);b2(T);x(kpc);y(kpc);z(kpc);vx(km/s);vy(km/s);vz(km/s);l1(mJy kpc²);l2(mJy kpc²)
1001;2.1395189606061757;2.021544287791973;2797.301384545725;0.21857226219608883;6.24933965579331;1.5051458272697202;5.423777013311177;1.8673069861192588e-13;4.72466352104341e-13;1696473690.344279;5122551504.347288;8.555435097479137;-10.520204707591176;-3.712379707579374;-101.81308412901184;39.43874477592567;-12.905672331764688;1021.7664437294131;2136.687453500801
1002;1.2128225518016473;2.144418165138638;680.7951711711135;0.34218333219588226;2.267836053156904;1.2367253137470462;5.9515589929392485;6.0787279423258e-13;9.039303141771916e-14;2774552562.662231;2347106657.2483716;-10.308369155081364;6.257702303890635;-2.355139313138972;156.64000749854173;-211.54894083098608;-1.0785487442647854;1843.6324354334713;1232.4313656234526
1003;1.8112776581540684;1.385884529146308;4366.660373703308;0.1987550188474161;7.702428631332651;3.078514183629192;8.852175397048525;5.337081148384046e-13;7.171882804794277e-13;4101780922.334564;8062905609.237779;-8.186639746522374;4.334128877834612;0.9041989325671276;-272.82744684889826;-193.73367034484878;9.589320929176358;1143.6065034234118;3762.0047119238343
1004;1.8258334833898537;1.2740571332992365;4594.920353186713;0.19768378184851;7.886917512845939;5.958573243094657;9.176611074155726;5.447525314125814e-14;2.4125265596179473e-13;1823143057.0226474;4761318050.113152;9.01711097121035;4.158974052894962;-4.046629287122567;195.1713962121616;-6.911225981866579;-4.439883376578266;1048.8967581205598;1376.1535019086527
1005;1.7883485520295936;1.8848638430575875;628.386737400436;0.9416050248531875;2.2153373562255703;8.00800226776147;1.5311218421498305;9.076709760330418e-15;3.2762100251268046e-13;862732773.4635308;2266421710.63474;3.8437533027693007;-11.864867936217776;-3.451010644156548;198.79884830206578;-204.37004518716523;-21.91677742509784;1203.1651902568399;1419.9079815987773
1006;1.6701232810430062;1.3805809489450607;3421.000837336052;0.5606379943522025;6.444293898900741;0.7702956590858289;9.724807105452918;6.564479140740549e-13;5.269049946011133e-13;2275510479.2425027;7243636256.635911;4.211870024433601;1.8932380097580364;3.587658057940729;-64.10199014636198;-20.71893026113804;31.18309191784681;3157.719689390482;1032.4139549432368
1007;1.3844595055401738;1.1919492832563665;4542.825926881643;0.41700840474535295;7.359170044798768;0.7482424339439611;1.8680769944586444;4.692259829987353e-13;4.200559898373375e-13;1896104075.6953473;2834659869.091311;-2.1156116622628733;2.0267706470808555;-0.9070680002307725;-107.7960155088426;159.135772958755;13.076778390877625;1027.6548910484767;7626.1231091704285
1008;1.3197219909532074;1.9134927056487272;3882.888481505499;0.8186676346083704;7.149153853068368;8.730339427924571;4.5998771837569805;2.2894000876367146e-13;7.94610367323804e-13;4524039523.238287;6117869515.604781;-13.436414056301178;11.66600359732746;3.045384740045151;182.45725834278602;-123.14828491797411;0.8038053727125458;1004.3325562414113;4072.565007353319
1009;1.4035036305014563;1.7831640320589237;4698.872877270498;0.41449920024160225;8.079439599352199;3.4224912952153836;2.3882064840814796;4.104428423280736e-13;5.358013043715795e-13;3792691319.33054;3619826858.928793;10.16182544453659;4.735536147087274;2.317270577525904;137.61867078611223;32.918691016596355;-8.349157201724324;1172.9539952300279;1397.736730845664
1010;1.8840073408733087;1.406773509507036;3428.839657944981;0.3669952960476863;6.619181482339304;5.7438205103495585;1.4626167021962158;6.820858791273226e-13;4.5385136941312467e-13;6333881554.819097;2607186313.74035;-1.6394984449000471;-6.587031096377547;4.165242571286621;156.49337574155868;-105.58416872309002;-5.990723834357148;1622.4185880790167;1136.4783158258417
1011;1.4391174515844753;1.287567536874298;3832.1873754511607;0.3293240957673348;6.695494586013779;6.70601929456649;2.625247019591284;1.7779621998766609e-13;6.706213640114406e-14;3494166851.911906;1342683826.8322008;11.610720619522176;8.532225113982609;4.593826714720029;-222.03039181458934;388.4532682773215;-15.836863051519654;1021.2847368561313;1020.116302214274
1012;1.306558833012757;1.3803942452762596;1058.451472526293;0.25136901817682433;2.8257940872135308;9.45571449100557;0.23735862204561317;3.3338566790574206e-13;7.685213699832493e-13;5681599496.353588;1366722859.8118744;-10.89317750055337;-13.649211908190393;-2.3129230251030073;117.16695758056125;178.15402696081546;-15.402383370788737;1108.8377623722524;1459.2750564235155
1013;2.1060982805313464;1.441969338580475;1164.3673421384572;0.2640973268617459;3.303673782967626;5.108386287639641;0.07522056152304667;6.173142866496592e-13;6.486867794556678e-13;5682572791.592916;706863875.2582397;-12.993175191437562;-9.308151511136725;2.5474083948972037;-43.91772381980755;288.2758917487786;-3.791627165586432;1242.2127806217136;1272.5234744510417
1014;1.2892387410268984;1.3363419753770547;1535.7867980313858;0.3544830249195743;3.5939243254668334;2.0648453936136444;7.426153249885979;6.370212996304267e-13;9.098666872848415e-13;3670039384.09914;8318036357.040738;4.5447079325472615;-0.6698584481265826;2.324884498708216;-111.87925217893716;-325.2571807693893;11.243578087388874;1925.3671771218474;3408.3695352682867
1015;1.463781548677824;2.2041847404077086;287.41449818581947;0.605725048669999;1.3144802842980225;3.5488554343693894;0.32288746185726314;7.039233935997438e-13;4.3881760657544713e-13;5057743862.053853;1204529916.9483314;-8.65298220929916;6.965315125799393;3.491895024884762;-72.2004885346574;-164.74749263145634;13.371997278003318;2999.0803608428073;1213.68607244617
1016;1.2383290879556113;1.459944337799259;2687.7149730769383;0.653157158646221;5.266927126627279;8.257486568551181;1.9222705312445822;1.0652117518796071e-13;4.999959479598695e-13;3001178944.251765;3137187491.9122634;9.074004515036144;-7.139454460082483;4.012091412447953;-189.8330103977999;153.91599913820477;-10.051399522151234;1646.142056526286;1304.7083732088531
1017;1.4321535237651997;1.6804857620694187;1508.7980331752503;0.6051676451541835;3.7589814968312267;5.91461879531915;7.3511182384106935;3.708169725914199e-13;8.621902630275209e-13;4739070394.676217;8056162901.246625;2.6207268435023394;7.259176903172843;-2.8121535005356635;-208.94919090943287;271.376046072877;18.5504502418372;2527.940179926905;1713.954124454904
1018;1.6999653508787191;1.7610863548715578;2642.0430605985493;0.7986629955824108;5.657646482329249;2.6564560877872365;2.073293739555249;3.2376575098777675e-13;4.4668605889123796e-13;2967677826.574121;3079509836.4390893;-6.291195119254899;2.4626126252814764;-3.525845710665878;-289.1309108438946;-190.56262405115737;-23.894627183860244;1007.613134713886;1285.5332339775011
1019;1.0828089603515845;1.150033726169879;3072.91840078818;0.21812832940885685;5.4066291013275185;5.426157040338113;3.22194138317571;8.96023746399209e-13;6.215391771055531e-13;7055956868.682107;4528381944.011472;-9.775183176323335;8.80042127193554;-4.842550869455373;-126.48775566596518;-381.99359384164137;-14.975971958674812;1000.8969403762109;1259.1372205961052
1020;1.824166359940392;1.8474684680300704;2.7184228130981736;0.4026394270051039;0.05880817218169699;0.11226323159180267;3.7500345152465715;9.223598483883556e-14;9.307135001895053e-13;325625901.31176054;5978271268.105011;-0.6810750318885734;-12.178120451086393;-2.752511362714458;308.98446747075917;122.7535028454707;-12.327008347101204;1064.5264149300808;3113.7195385591785
1021;1.7557403862204737;1.8898836996924935;2925.9051578405547;0.29102376732862933;6.161748597455601;2.6619755301052015;1.7071551206828786;2.962493889938584e-14;1.3674598670639924e-13;898629640.7829617;1546122020.1303332;-3.673852251212404;-4.212718144511866;-2.079677763732235;-157.47711042362562;138.76825513546615;-29.539596585229486;1161.153991634601;1151.895045431076
1022;1.8338381257744907;1.4522728323553888;1560.8940503590593;0.582932536728325;3.915160240251475;8.13868298887673;6.154873750294699;8.285539123340352e-13;2.454529929866799e-13;8309739908.589559;3933179065.168715;-10.204088731063596;-1.1422645995171514;2.120509728921954;57.5991238606224;-208.4723912817139;18.46226122414972;2821.34025962364;1217.2982849525793
1023;1.3292048555575908;1.2667389013433976;3390.251111774399;0.43668334848549073;6.070058192641888;3.603496166709636;1.6366535286276371;2.47702312077671e-14;1.8139379620476375e-13;956042151.8041815;1743570726.2649302;13.347128881426713;-5.610005433113788;1.7852856957783967;-245.31347649920076;-205.90039043641096;-3.0385745802762583;1042.1222852498727;1431.497424704077
1024;1.474187432249938;1.3850430346084672;2724.9692608519445;0.6577783632199368;5.419143394608654;0.5693247091486867;8.725378318431044;2.748901272022751e-13;1.9967020756880394e-13;1265929632.7936065;4223755265.585883;-4.8292174661615235;-11.559219177711203;2.8379120067775307;-155.6494134610203;-6.742473747254962;-11.807754195772477;1276.2752790327947;7238.1402579649975
1025;1.3995307414537133;2.1106904857731377;804.8111466600075;0.6900183216512569;2.5734397298027596;4.38377549963282;1.5674346510178465;5.676467865024996e-13;5.023211544253738e-13;5047928823.703559;2839457901.408071;-2.856590979047681;10.044926709780682;-3.2611864041844294;-257.68773709081347;42.447394541640904;11.942891579614162;1098.5972959787948;1421.4648600147975
1026;1.204300657426446;1.2626523187307563;1146.677474877189;0.29228081604110645;2.8970389102911485;9.032661563440927;5.918782849881397;1.7555980557569306e-13;9.276574594809255e-13;4029678452.8030696;7498251486.328007;-4.52330065220098;8.766529583964761;-3.972127025827621;262.1546789179974;208.50863684739818;25.591888936722825;1112.633232207094;9388.46820364386
1027;1.3096756663915001;1.3595877404227765;4125.452870972809;0.5577482978117505;6.983150702191991;7.4215800568117345;4.100021697676826;2.932818144086159e-13;4.863529161142841e-13;4721073195.785803;4518755236.797064;-8.453570107900473;14.8059311579504;-0.8639814889849315;165.78773689112947;-158.27636136618693;-14.565045519169361;3099.510176432926;1824.451573869513
1028;1.3712289188032123;1.886836120314083;2597.088858008997;0.707147379245452;5.481729984166089;1.8268597457696447;4.944161558699865;9.430357979815925e-13;7.724084754590735e-13;4200168088.8602324;6253451996.286698;-0.6781912826899337;-8.165516466679154;3.9093551406320017;-296.20328701237753;-73.64482736523814;-2.4110596237870086;4457.207883258679;2722.5119320983054
1029;2.234782446595463;2.2571784525402965;3309.2755235079803;0.1326124331674391;7.170902056766191;6.044651901115164;8.154076253370116;5.2456665632819926e-14;3.2741637233265747e-13;1801921914.0990367;5228625766.107923;10.160500153002616;-5.544149647089073;-1.6407954097187116;233.5070202732677;242.47729356310137;47.025250734356774;1018.5231680164449;2460.615926008274
1030;1.7093123063999707;1.2965981498365247;562.2073405942434;0.7065779102055534;1.9239607348589527;9.01723083091696;7.018715807093929;1.4203147380250702e-13;1.6212459206046615e-13;3621419774.8415213;3413526316.7313824;-1.8965334851901812;-10.422945901108761;-4.4379454739089566;67.81898905602048;-290.43906552258215;23.22842042527159;1460.3244310253633;3409.9683990033486
1031;1.713866143799962;1.455798751757509;2506.1168420104127;0.828623167553552;5.30410171358291;0.3804326450370475;2.597971670644144;7.271348845142784e-14;1.6192653019395717e-13;532226331.3219503;2075516492.5523357;9.68648924077409;-10.523283342139571;3.525689515072834;-162.25266227689735;112.68017838900883;1.928634024516399;1039.960478343309;2000.1465070331112
1032;1.3523016780450114;1.3141650857139542;4705.85040854103;0.7007359319432985;7.6209770457891794;0.6086145676141669;3.9274393466528976;3.846009038246931e-14;3.632037943463502e-13;489582967.32232237;3821905197.3014073;-10.585107942696771;-7.348150370559761;3.748562821563999;188.8800720896517;-181.9240528022789;14.112317983984855;2344.715762449745;1293.776423961562
1033;1.4109226849663914;1.371247128083728;1209.1790031161456;0.724951542348629;3.1241230164998255;6.083738013705729;3.8946806486526615;9.60200641863109e-13;2.8228366068812e-13;7734214740.478655;3355280053.542422;-4.178874272755124;5.008172217670214;3.285241833443326;-330.4397971023536;-277.80273295991486;15.667936401324699;3697.2529271336703;1513.3193362377206
1034;1.577238014269518;1.2534325276538656;2907.2090094579016;0.35563198316934663;5.639238500470823;2.9116190574820395;8.76699350037225;3.9131861667024277e-13;4.2702390682870545e-13;3415721943.672901;6191578954.714966;-5.27743533654894;7.834097311236697;2.6714015835019946;322.2249640919635;147.25569870151793;8.108980470046784;3011.3861050300234;1201.7718482671576
1035;1.798466690779691;1.664508173485038;2460.8400980711704;0.23628178138977718;5.3969106312225765;4.015029532320672;9.14340523202767;4.702817107140302e-13;7.146175161267704e-13;4397171404.432364;8179764322.223827;2.51742284854274;4.542744107485891;-3.180934976881764;89.52752292389916;-205.2532022078889;-16.643631465250735;2155.316925018863;1073.2277594401503
1036;2.0231112537927283;1.323883491282154;2011.5905252956243;0.4362951645188209;4.664995702811574;1.308889217123352;2.043078465624202;8.701416008057287e-13;6.543495995481774e-13;3415044675.6565757;3699963347.9894667;1.6641480096401722;-1.6754005682908417;-0.345624577871285;-120.49182487914845;-156.78124368419907;16.65625784111146;1359.1613500100113;1224.8408008368801
